-107.159780,75.173429
-106.516889,75.000653
-106.501885,75.000652
-106.001839,75.000654
-105.001749,75.000664
-104.001658,75.000671
-103.001567,75.000677
-102.001475,75.000685
-101.001383,75.000691
-100.210331,75.000696
-99.031321,75.113013
-98.448036,75.000704
-98.001104,75.000708
-97.001010,75.000711
-96.612865,75.000713
-96.504221,75.037620
-96.246589,75.028456
-96.331875,74.910499
-95.297763,73.988483
-97.179269,73.851699
-97.545064,73.767860
-98.001026,73.836359
-98.723448,73.128051
-100.057002,73.701591
-101.115217,73.732777
-105.001614,73.712317
-107.001754,73.465472
-107.001738,73.301053
-106.476027,72.999972
-106.379725,70.203573
-118.529674,72.472095
-119.255538,72.473488
-122.152042,72.940431
-115.318018,73.537368
-113.002363,74.399992
-110.152781,75.068117
-107.159780,75.173429
